year,ls_number,ac_id,name,party,gender,caste,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end,dyn,comments
1996,11,,SRIKANTA KUMAR JENA,JD,M,SEBC,Parliamentary Affairs,CM,21-04-1997,19-03-1998,Lok Sabha,KENDRAPARA,11_Odisha_5_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term,0,"Grassroots politician & third time Union Minister. He was active as a student leader in 1975 in Cuttack. He was imprisoned during the Emergency, and emerged as a powerful youth leader after that. Was made President of the Yuva Janta in Orissa and subsequently elected to the Orissa Assembly."
2009,15,43,SRIPRAKASH JAISWAL,INC,M,OBC,Coal,MoS(IC),28-05-2009,19-01-2011,Lok Sabha,KANPUR,15_Uttar_Pradesh_43_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,mid_term,mid_term,0,"Joined local government in Kanpur, was Mayor of Kanpur"
2009,15,43,SRIPRAKASH JAISWAL,INC,M,OBC,Coal,CM,19-01-2011,26-05-2014,Lok Sabha,KANPUR,15_Uttar_Pradesh_43_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,"Joined local government in Kanpur, was Mayor of Kanpur"
2004,14,43,SRIPRAKASH JAISWAL,INC,M,OBC,Home Affairs,MoS,22-05-2004,22-05-2009,Lok Sabha,KANPUR,14_Uttar_Pradesh_61_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,"Joined local government in Kanpur, was Mayor of Kanpur"
2009,15,43,SRIPRAKASH JAISWAL,INC,M,OBC,Statistics and Programme Implementation,MoS(IC),28-05-2009,19-01-2011,Lok Sabha,KANPUR,15_Uttar_Pradesh_43_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,mid_term,mid_term,0,"Joined local government in Kanpur, was Mayor of Kanpur"
1999,13,,SU. THIRUNAVUKKARASAR,MADMK,M,,Shipping,MoS,01-07-2002,29-01-2003,Lok Sabha,PUDUKKOTTAI,13_Tamil_Nadu_32_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term,0,
1999,13,,SU. THIRUNAVUKKARASAR,MADMK,M,,Communications and Information Technology,MoS,29-01-2003,22-05-2004,Lok Sabha,PUDUKKOTTAI,13_Tamil_Nadu_32_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,
2004,14,,SUBBULAKSHMI JEGADEESAN,DMK,F,,Social Justice and Empowerment,MoS,22-05-2004,22-05-2009,Lok Sabha,TIRUCHENGODE,14_Tamil_Nadu_17_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
1999,13,,SUBHASH MAHARIA,BJP,M,,Rural Development,MoS,13-10-1999,29-01-2003,Lok Sabha,SIKAR,13_Rajasthan_5_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,start_of_term,mid_term,0,
1999,13,,SUBHASH MAHARIA,BJP,M,,"Consumer Affairs, Food and Public Distribution",MoS,29-01-2003,22-05-2004,Lok Sabha,SIKAR,13_Rajasthan_5_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,
2014,16,2,SUBHASH RAM RAO BHAMRE,BJP,M,IC,Defence,MoS,05-07-2016,30-05-2019,Lok Sabha,DHULE,16_Maharashtra_2_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
2014,16,2,SUBHASH RAM RAO BHAMRE,BJP,M,IC,Defence,MoS,05-07-2016,30-05-2019,Lok Sabha,DHULE,16_Maharashtra_2_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
1990,9,,SUBODH KANT SAHAY,JD,M,UC,Home Affairs,MoS,21-11-1990,21-06-1991,Lok Sabha,RANCHI,9_Bihar_49_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term,0,"Sahay was in the forefront in the movement against Indira Gandhi and worked with Jai Prakash Narain. Later, he joined hands with Chandrashekhar and then switched his loyalties to the Congress."
1990,9,,SUBODH KANT SAHAY,JD,M,UC,Information and Broadcasting,MoS,21-11-1990,21-06-1991,Lok Sabha,RANCHI,9_Bihar_49_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term,0,"Sahay was in the forefront in the movement against Indira Gandhi and worked with Jai Prakash Narain. Later, he joined hands with Chandrashekhar and then switched his loyalties to the Congress."
2004,14,8,SUBODH KANT SAHAY,INC,M,UC,Food Processing Industries,MoS(IC),22-05-2004,22-05-2009,Lok Sabha,RANCHI,14_Jharkhand_8_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,"Sahay was in the forefront in the movement against Indira Gandhi and worked with Jai Prakash Narain. Later, he joined hands with Chandrashekhar and then switched his loyalties to the Congress."
2009,15,8,SUBODH KANT SAHAY,INC,M,UC,Food Processing Industries,CM,28-05-2009,19-01-2011,Lok Sabha,RANCHI,15_Jharkhand_8_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,start_of_term,mid_term,0,"Sahay was in the forefront in the movement against Indira Gandhi and worked with Jai Prakash Narain. Later, he joined hands with Chandrashekhar and then switched his loyalties to the Congress."
2009,15,8,SUBODH KANT SAHAY,INC,M,UC,Tourism,CM,19-01-2011,27-10-2012,Lok Sabha,RANCHI,15_Jharkhand_8_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_878.pdf,,mid_term,mid_term,0,"Sahay was in the forefront in the movement against Indira Gandhi and worked with Jai Prakash Narain. Later, he joined hands with Chandrashekhar and then switched his loyalties to the Congress."
1999,13,,SUBODH MOHITE,SHS,M,,Heavy Industries and Public Enterprises,CM,24-05-2003,22-05-2004,Lok Sabha,RAMTEK,13_Maharashtra_22_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,
1990,9,,SUBRAMANIAN SWAMY,JP,M,UC,Commerce,CM,21-11-1990,21-06-1991,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term,0,
1990,9,,SUBRAMANIAN SWAMY,JP,M,UC,Law and Justice,CM,21-11-1990,21-06-1991,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term,0,
2014,16,12,SUDARSHAN BHAGAT,BJP,M,ST,Agriculture and Farmers Welfare,MoS,05-07-2016,03-09-2017,Lok Sabha,LOHARDAGA,16_Jharkhand_12_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term,1,Bhagat was a State (Bihar) General Secretary with the Akhil Bhartiya Vidyarthi Parishad as a student. He is a former Jharkhand Mukti Morcha member. He is a non-RSS MP of the BJP. He was a State (Bihar) General Secretary with the Akhil Bhartiya Vidyarthi Parishad as a student.
2014,16,12,SUDARSHAN BHAGAT,BJP,M,ST,Rural Development,MoS,09-11-2014,05-07-2016,Lok Sabha,LOHARDAGA,16_Jharkhand_12_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,mid_term,mid_term,1,Bhagat was a State (Bihar) General Secretary with the Akhil Bhartiya Vidyarthi Parishad as a student. He is a former Jharkhand Mukti Morcha member. He is a non-RSS MP of the BJP. He was a State (Bihar) General Secretary with the Akhil Bhartiya Vidyarthi Parishad as a student.
2014,16,12,SUDARSHAN BHAGAT,BJP,M,ST,Social Justice and Empowerment,MoS,27-05-2014,09-11-2014,Lok Sabha,LOHARDAGA,16_Jharkhand_12_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term,1,Bhagat was a State (Bihar) General Secretary with the Akhil Bhartiya Vidyarthi Parishad as a student. He is a former Jharkhand Mukti Morcha member. He is a non-RSS MP of the BJP. He was a State (Bihar) General Secretary with the Akhil Bhartiya Vidyarthi Parishad as a student.
2014,16,12,SUDARSHAN BHAGAT,BJP,M,ST,Tribal Affairs,MoS,03-09-2017,30-05-2019,Lok Sabha,LOHARDAGA,16_Jharkhand_12_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,1,Bhagat was a State (Bihar) General Secretary with the Akhil Bhartiya Vidyarthi Parishad as a student. He is a former Jharkhand Mukti Morcha member. He is a non-RSS MP of the BJP. He was a State (Bihar) General Secretary with the Akhil Bhartiya Vidyarthi Parishad as a student.
2009,15,24,SUDIP BANDYOPADHYAY,AITC,M,UC,Health and Family Welfare,MoS,12-07-2011,22-09-2012,Lok Sabha,KOLKATA UTTAR,15_West_Bengal_24_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_882.pdf,,mid_term,mid_term,0,"He began his political career when he was picked as the president of the West Bengal Youth Congress in 1972. He first became an MLA, on a Congress ticket, in 1987. Sudeep had joined Mamata's Trinamool in 1997, after leaving the Congress but in 2004, he returned to the Congress. In 2008, he again left Congress to rejoin Trinamool. "
1991,10,,SUKH RAM,INC,M,,Planning and Programme Implementation,MoS(IC),02-07-1992,18-01-1993,Lok Sabha,MANDI,10_Himachal_Pradesh_2_0_1,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1526.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,,mid_term,mid_term,1,Son Anil Sharma is a member of the Himachal Pradesh Legislative Assembly. He has changed his party from INC to BJP
1991,10,,SUKH RAM,INC,M,,Non-Conventional Energy Sources,MoS,02-07-1992,16-05-1996,Lok Sabha,MANDI,10_Himachal_Pradesh_2_0_1,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1526.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,1,Son Anil Sharma is a member of the Himachal Pradesh Legislative Assembly. He has changed his party from INC to BJP
1991,10,,SUKH RAM,INC,M,,Communications,MoS(IC),18-01-1993,16-05-1996,Lok Sabha,MANDI,10_Himachal_Pradesh_2_0_1,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,1,Son Anil Sharma is a member of the Himachal Pradesh Legislative Assembly. He has changed his party from INC to BJP
1991,10,,SUKHBANS KAUR,INC,F,,Civil Aviation and Tourism,MoS,02-07-1992,16-05-1996,Lok Sabha,GURDASPUR,10_Punjab_1_0_1,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1526.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
1998,12,,SUKHBIR SINGH BADAL,SAD,M,,Industry,MoS,19-03-1998,13-10-1999,Lok Sabha,FARIDKOT,12_Punjab_12_0_1,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term,0,
1999,13,,SUKHDEV SINGH DHINDSA,SAD,M,,Urban Employment and Poverty Alleviation,CM,26-11-1999,27-05-2000,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1754.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,,mid_term,mid_term,0,
1999,13,,SUKHDEV SINGH DHINDSA,SAD,M,,Youth Affairs and Sports,CM,02-02-2000,07-11-2000,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1659.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,,mid_term,mid_term,0,
1999,13,,SUKHDEV SINGH DHINDSA,SAD,M,,Mines,CM,27-05-2000,07-11-2000,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,,mid_term,mid_term,0,
1999,13,,SUKHDEV SINGH DHINDSA,SAD,M,,Chemicals and Fertilizers,CM,07-11-2000,22-05-2004,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,
2009,15,26,SULTAN AHMED,AITC,M,MUSLIM,Tourism,MoS,28-05-2009,22-09-2012,Lok Sabha,ULUBERIA,15_West_Bengal_26_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_882.pdf,,mid_term,mid_term,0,"Sultan Ahmed comes from a middle class background and swtiched from the Congress to Trinamul along with Mamata Banerjee. He is a hotelier, and a member of the All India Muslim Personal Law Board. Sultan is considered a messiah by local Muslims. According to his official government profile, he has served as a Chairman and councillor in the Kolkota Municipal Corporation."
1999,13,,SUMITRA MAHAJAN,BJP,F,,Human Resource Development,MoS,13-10-1999,01-07-2002,Lok Sabha,INDORE,13_Madhya_Pradesh_37_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,,start_of_term,mid_term,0,
1999,13,,SUMITRA MAHAJAN,BJP,F,,Communications and Information Technology,MoS,01-07-2002,24-05-2003,Lok Sabha,INDORE,13_Madhya_Pradesh_37_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,,mid_term,mid_term,0,
1999,13,,SUMITRA MAHAJAN,BJP,F,,Petroleum,MoS,24-05-2003,22-05-2004,Lok Sabha,INDORE,13_Madhya_Pradesh_37_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,
1999,13,,SUNDERLAL PATWA,BJP,M,,Rural Development,CM,13-10-1999,30-09-2000,Lok Sabha,HOSHANGABAD,13_Madhya_Pradesh_29_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,,start_of_term,mid_term,1,Nephew Mangal Patwa was a BJP member and President of BJP's Neemuch District Unit. Nephew Surendra Patwa is a member of the Madhya Pradesh Legislative Assembly
1999,13,,SUNDERLAL PATWA,BJP,M,,Agriculture,CM,06-03-2000,27-05-2000,Lok Sabha,HOSHANGABAD,13_Madhya_Pradesh_29_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1663.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,,mid_term,mid_term,1,Nephew Mangal Patwa was a BJP member and President of BJP's Neemuch District Unit. Nephew Surendra Patwa is a member of the Madhya Pradesh Legislative Assembly
1999,13,,SUNDERLAL PATWA,BJP,M,,Chemicals and Fertilizers,CM,30-09-2000,07-11-2000,Lok Sabha,HOSHANGABAD,13_Madhya_Pradesh_29_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,,mid_term,mid_term,1,Nephew Mangal Patwa was a BJP member and President of BJP's Neemuch District Unit. Nephew Surendra Patwa is a member of the Madhya Pradesh Legislative Assembly
1999,13,,SUNDERLAL PATWA,BJP,M,,Mines,CM,07-11-2000,01-09-2001,Lok Sabha,HOSHANGABAD,13_Madhya_Pradesh_29_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1689.pdf,,mid_term,mid_term,1,Nephew Mangal Patwa was a BJP member and President of BJP's Neemuch District Unit. Nephew Surendra Patwa is a member of the Madhya Pradesh Legislative Assembly
2004,14,,SUNIL DUTT,INC,M,,Youth Affairs and Sports,CM,22-05-2004,25-05-2005,Lok Sabha,MUMBAI NORTH WEST,14_Maharashtra_8_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1765.pdf,,start_of_term,mid_term,1,Daughter Priya Dutt is a member of Lok Sabha
1996,11,,SURAJ BHAN,BJP,M,,Agriculture,CM,16-05-1996,01-06-1996,Lok Sabha,AMBALA,11_Haryana_1_0_1,Haryana,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,0,
1991,10,,SURESH KALMADI,INC,M,,Railways,MoS,15-09-1995,16-05-1996,Rajya Sabha,NA,NA ,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
2004,14,,SURESH PACHAURI,INC,M,,Parliamentary Affairs,MoS,22-05-2004,06-04-2008,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,start_of_term,mid_term,0,
2004,14,,SURESH PACHAURI,INC,M,,"Personnel, Personal Grievances, and Pensions",MoS,22-05-2004,06-04-2008,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,start_of_term,mid_term,0,
1991,10,,SURESH PACHOURI,INC,M,,Defence,MoS,15-09-1995,16-05-1996,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
